#reverse_pos	count	cdf
1175	1	0.998476
1176	5	0.998481
1177	1	0.998482
1180	2	0.998484
1181	1	0.998485
1182	2	0.998487
1184	4	0.998491
1185	1	0.998492
1187	2	0.998494
1188	2	0.998497
1189	1	0.998498
1190	1	0.998499
1191	4	0.998503
1192	4	0.998507
1193	3	0.99851
1194	2	0.998512
1195	3	0.998515
1196	1	0.998516
1197	1	0.998517
1198	1	0.998518
1201	1	0.998519
1204	3	0.998523
1205	1	0.998524
1206	4	0.998528
1207	1	0.998529
1208	7	0.998536
1209	2	0.998538
1210	5	0.998543
1212	1	0.998544
1214	1	0.998546
1215	2	0.998548
1216	2	0.99855
1217	3	0.998553
1218	2	0.998555
1219	4	0.998559
1222	1	0.99856
1223	3	0.998563
1224	1	0.998564
1226	1	0.998565
1228	5	0.998571
1229	1	0.998572
1231	3	0.998575
1232	3	0.998578
1233	4	0.998582
1234	2	0.998584
1235	1	0.998585
1236	1	0.998586
1237	1	0.998587
1238	3	0.99859
1239	2	0.998592
1240	5	0.998598
1241	2	0.9986
1243	1	0.998601
1245	2	0.998603
1246	1	0.998604
1247	3	0.998607
1248	1	0.998608
1249	2	0.99861
1250	3	0.998613
1251	2	0.998615
1252	1	0.998616
1253	1	0.998617
1254	5	0.998623
1255	2	0.998625
1256	3	0.998628
1257	2	0.99863
1258	1	0.998631
1259	2	0.998633
1261	2	0.998635
1262	1	0.998636
1263	3	0.998639
1264	1	0.99864
1265	1	0.998641
1266	2	0.998643
1267	2	0.998646
1268	1	0.998647
1269	1	0.998648
1271	3	0.998651
1273	4	0.998655
1274	1	0.998656
1276	2	0.998658
1277	1	0.998659
1278	1	0.99866
1279	1	0.998661
1280	4	0.998665
1281	1	0.998666
1282	1	0.998667
1283	2	0.99867
1284	4	0.998674
1285	2	0.998676
1288	1	0.998677
1289	2	0.998679
1290	2	0.998681
1291	2	0.998683
1296	1	0.998684
1297	2	0.998686
1298	2	0.998688
1299	2	0.99869
1301	2	0.998692
1302	1	0.998693
1303	1	0.998695
1304	1	0.998696
1305	3	0.998699
1308	1	0.9987
1309	2	0.998702
1310	1	0.998703
1311	3	0.998706
1312	1	0.998707
1313	3	0.99871
1314	2	0.998712
1315	1	0.998713
1316	4	0.998717
1317	1	0.998718
1318	8	0.998727
1320	1	0.998728
1321	1	0.998729
1322	5	0.998734
1323	1	0.998735
1324	3	0.998738
1325	2	0.99874
1326	3	0.998743
1327	1	0.998745
1328	1	0.998746
1329	1	0.998747
1330	1	0.998748
1331	2	0.99875
1332	1	0.998751
1333	1	0.998752
1334	3	0.998755
1335	2	0.998757
1336	2	0.998759
1338	1	0.99876
1339	1	0.998761
1341	5	0.998766
1342	2	0.998769
1343	2	0.998771
1344	2	0.998773
1345	1	0.998774
1347	2	0.998776
1348	2	0.998778
1353	1	0.998779
1356	1	0.99878
1357	2	0.998782
1358	2	0.998784
1359	4	0.998788
1360	1	0.998789
1361	3	0.998792
1363	1	0.998794
1365	2	0.998796
1366	2	0.998798
1367	2	0.9988
1368	2	0.998802
1369	3	0.998805
1370	1	0.998806
1371	1	0.998807
1375	2	0.998809
1376	1	0.99881
1379	3	0.998813
1380	1	0.998814
1381	2	0.998816
1382	1	0.998817
1384	1	0.998819
1385	1	0.99882
1386	1	0.998821
1387	1	0.998822
1388	1	0.998823
1389	4	0.998827
1390	2	0.998829
1391	1	0.99883
1392	1	0.998831
1394	1	0.998832
1395	1	0.998833
1398	1	0.998834
1402	1	0.998835
1403	1	0.998836
1404	3	0.998839
1405	2	0.998841
1406	1	0.998842
1407	2	0.998845
1408	2	0.998847
1409	1	0.998848
1411	1	0.998849
1412	1	0.99885
1417	3	0.998853
1418	1	0.998854
1419	4	0.998858
1421	1	0.998859
1422	2	0.998861
1423	1	0.998862
1424	1	0.998863
1427	2	0.998865
1429	2	0.998867
1432	2	0.99887
1433	4	0.998874
1434	6	0.99888
1435	1	0.998881
1436	1	0.998882
1439	1	0.998883
1440	3	0.998886
1442	1	0.998887
1443	2	0.998889
1444	1	0.99889
1445	1	0.998891
1446	1	0.998892
1447	4	0.998897
1449	2	0.998899
1451	1	0.9989
1452	1	0.998901
1453	1	0.998902
1454	1	0.998903
1455	1	0.998904
1456	2	0.998906
1459	1	0.998907
1460	3	0.99891
1461	4	0.998914
1462	2	0.998916
1463	1	0.998917
1465	1	0.998919
